Location,Replicate,Plot,Lentil,Wheat
Clavet_2024,1,3632,L005,W043
Clavet_2024,1,3664,L005,W045
Clavet_2024,1,3685,L005,W042
Clavet_2024,1,3896,L005,W044
Clavet_2024,1,3923,L005,W046
Clavet_2024,1,3981,L005,W047
Clavet_2024,1,4091,L005,W050
Clavet_2024,2,4350,L005,W049
Clavet_2024,2,4393,L005,W046
Clavet_2024,2,4490,L005,W041
Clavet_2024,2,4562,L005,W047
Clavet_2024,2,4680,L005,W048
Clavet_2024,2,4803,L005,W043
Clavet_2024,2,4863,L005,W042
Clavet_2024,2,4913,L005,W050
Clavet_2024,2,5047,L005,W045
Clavet_2024,2,5364,L005,W044
Clavet_2024,1,3237,L006,W053
Clavet_2024,1,3350,L006,W057
Clavet_2024,1,3365,L006,W056
Clavet_2024,1,3439,L006,W058
Clavet_2024,1,3643,L006,W059
Clavet_2024,1,3660,L006,W051
Clavet_2024,1,3838,L006,W054
Clavet_2024,1,3914,L006,W060
Clavet_2024,1,3919,L006,W055
Clavet_2024,1,4008,L006,W052
Clavet_2024,2,4590,L006,W056
Clavet_2024,2,4619,L006,W060
Clavet_2024,2,4662,L006,W059
Clavet_2024,2,4721,L006,W052
Clavet_2024,2,4821,L006,W054
Clavet_2024,2,4919,L006,W051
Clavet_2024,2,5001,L006,W057
Clavet_2024,2,5204,L006,W053
Clavet_2024,2,5313,L006,W055
Clavet_2024,2,5367,L006,W058
Clavet_2024,1,3289,L007,W063
Clavet_2024,1,3644,L007,W061
Clavet_2024,1,3669,L007,W069
Clavet_2024,1,3733,L007,W070
Clavet_2024,1,3757,L007,W067
Clavet_2024,1,3862,L007,W064
Clavet_2024,1,3911,L007,W062
Clavet_2024,1,4115,L007,W068
Clavet_2024,1,4175,L007,W066
Clavet_2024,1,4215,L007,W065
Clavet_2024,2,4322,L007,W066
Clavet_2024,2,4481,L007,W068
Clavet_2024,2,4548,L007,W062
Clavet_2024,2,4786,L007,W069
Clavet_2024,2,4941,L007,W065
Clavet_2024,2,5084,L007,W061
Clavet_2024,2,5098,L007,W067
Clavet_2024,2,5226,L007,W064
Clavet_2024,2,5321,L007,W070
Clavet_2024,2,5341,L007,W063
Clavet_2024,1,3317,L008,W079
Clavet_2024,1,3441,L008,W075
Clavet_2024,1,3960,L008,W072
Clavet_2024,1,3978,L008,W076
Clavet_2024,1,3998,L008,W080
Clavet_2024,1,4099,L008,W071
Clavet_2024,1,4129,L008,W074
Clavet_2024,1,4137,L008,W078
Clavet_2024,1,4170,L008,W073
Clavet_2024,1,4276,L008,W077
Clavet_2024,2,4405,L008,W075
Clavet_2024,2,4516,L008,W072
Clavet_2024,2,4639,L008,W078
Clavet_2024,2,4666,L008,W080
Clavet_2024,2,4683,L008,W077
Clavet_2024,2,4755,L008,W071
Clavet_2024,2,4925,L008,W074
Clavet_2024,2,4988,L008,W073
Clavet_2024,2,5136,L008,W076
Clavet_2024,2,5224,L008,W079
Clavet_2024,1,3490,L009,W089
Clavet_2024,1,3532,L009,W083
Clavet_2024,1,3579,L009,W081
Clavet_2024,1,3625,L009,W088
Clavet_2024,1,3649,L009,W087
Clavet_2024,1,3778,L009,W082
Clavet_2024,1,3807,L009,W090
Clavet_2024,1,3949,L009,W086
Clavet_2024,1,4081,L009,W084
Clavet_2024,1,4232,L009,W085
Clavet_2024,2,4540,L009,W083
Clavet_2024,2,4583,L009,W090
Clavet_2024,2,4674,L009,W082
Clavet_2024,2,4723,L009,W087
Clavet_2024,2,4735,L009,W088
Clavet_2024,2,4777,L009,W081
Clavet_2024,2,4956,L009,W085
Clavet_2024,2,4984,L009,W086
Clavet_2024,2,5037,L009,W089
Clavet_2024,2,5066,L009,W084
Clavet_2024,1,3369,L010,W095
Clavet_2024,1,3438,L010,W093
Clavet_2024,1,3440,L010,W091
Clavet_2024,1,3518,L010,W097
Clavet_2024,1,3570,L010,W098
Clavet_2024,1,3765,L010,W092
Clavet_2024,1,3769,L010,W099
Clavet_2024,1,3803,L010,W096
Clavet_2024,1,4097,L010,W100
Clavet_2024,1,4163,L010,W094
Clavet_2024,2,4544,L010,W093
Clavet_2024,2,4568,L010,W100
Clavet_2024,2,4727,L010,W095
Clavet_2024,2,4748,L010,W091
Clavet_2024,2,4758,L010,W096
Clavet_2024,2,4816,L010,W092
Clavet_2024,2,4991,L010,W094
Clavet_2024,2,5048,L010,W098
Clavet_2024,2,5236,L010,W099
Clavet_2024,2,5346,L010,W097
Clavet_2024,1,3335,L011,W006
Clavet_2024,1,3574,L011,W003
Clavet_2024,1,3715,L011,W010
Clavet_2024,1,3743,L011,W009
Clavet_2024,1,3845,L011,W007
Clavet_2024,1,3909,L011,W001
Clavet_2024,1,4044,L011,W004
Clavet_2024,1,4070,L011,W008
Clavet_2024,1,4078,L011,W002
Clavet_2024,1,4134,L011,W005
Clavet_2024,2,4321,L011,W006
Clavet_2024,2,4398,L011,W009
Clavet_2024,2,4455,L011,W008
Clavet_2024,2,4483,L011,W001
Clavet_2024,2,4882,L011,W002
Clavet_2024,2,5004,L011,W005
Clavet_2024,2,5108,L011,W010
Clavet_2024,2,5159,L011,W003
Clavet_2024,2,5237,L011,W004
Clavet_2024,2,5331,L011,W007
Clavet_2024,1,3247,L012,W015
Clavet_2024,1,3324,L012,W016
Clavet_2024,1,3427,L012,W017
Clavet_2024,1,3513,L012,W012
Clavet_2024,1,3651,L012,W013
Clavet_2024,1,3752,L012,W011
Clavet_2024,1,4035,L012,W014
Clavet_2024,1,4132,L012,W019
Clavet_2024,1,4243,L012,W018
Clavet_2024,1,4247,L012,W020
Clavet_2024,2,4839,L012,W018
Clavet_2024,2,4890,L012,W020
Clavet_2024,2,5044,L012,W014
Clavet_2024,2,5058,L012,W012
Clavet_2024,2,5142,L012,W015
Clavet_2024,2,5241,L012,W011
Clavet_2024,2,5258,L012,W013
Clavet_2024,2,5271,L012,W019
Clavet_2024,2,5339,L012,W017
Clavet_2024,2,5378,L012,W016
Clavet_2024,1,3384,L013,W027
Clavet_2024,1,3500,L013,W029
Clavet_2024,1,3519,L013,W024
Clavet_2024,1,3635,L013,W021
Clavet_2024,1,3708,L013,W028
Clavet_2024,1,3756,L013,W022
Clavet_2024,1,3932,L013,W026
Clavet_2024,1,4076,L013,W025
Clavet_2024,1,4096,L013,W030
Clavet_2024,1,4260,L013,W023
Clavet_2024,2,4526,L013,W026
Clavet_2024,2,4582,L013,W030
Clavet_2024,2,4599,L013,W025
Clavet_2024,2,4621,L013,W021
Clavet_2024,2,4763,L013,W022
Clavet_2024,2,4766,L013,W027
Clavet_2024,2,4799,L013,W028
Clavet_2024,2,4910,L013,W024
Clavet_2024,2,5091,L013,W029
Clavet_2024,2,5135,L013,W023
Clavet_2024,1,3224,L014,W040
Clavet_2024,1,3372,L014,W039
Clavet_2024,1,3568,L014,W037
Clavet_2024,1,3682,L014,W034
Clavet_2024,1,3829,L014,W036
Clavet_2024,1,4143,L014,W035
Clavet_2024,1,4167,L014,W031
Clavet_2024,1,4177,L014,W033
Clavet_2024,1,4200,L014,W038
Clavet_2024,1,4265,L014,W032
Clavet_2024,2,4635,L014,W032
Clavet_2024,2,4637,L014,W036
Clavet_2024,2,4827,L014,W040
Clavet_2024,2,4950,L014,W031
Clavet_2024,2,4972,L014,W035
Clavet_2024,2,5131,L014,W038
Clavet_2024,2,5158,L014,W034
Clavet_2024,2,5172,L014,W039
Clavet_2024,2,5201,L014,W033
Clavet_2024,2,5209,L014,W037
Clavet_2024,1,3230,L015,W049
Clavet_2024,1,3241,L015,W050
Clavet_2024,1,3506,L015,W043
Clavet_2024,1,3521,L015,W047
Clavet_2024,1,3538,L015,W046
Clavet_2024,1,3731,L015,W044
Clavet_2024,1,3822,L015,W042
Clavet_2024,1,3900,L015,W048
Clavet_2024,1,4022,L015,W045
Clavet_2024,1,4220,L015,W041
Clavet_2024,2,4304,L015,W042
Clavet_2024,2,4314,L015,W046
Clavet_2024,2,4338,L015,W041
Clavet_2024,2,4451,L015,W045
Clavet_2024,2,4462,L015,W047
Clavet_2024,2,4574,L015,W044
Clavet_2024,2,4638,L015,W050
Clavet_2024,2,4818,L015,W049
Clavet_2024,2,5130,L015,W048
Clavet_2024,2,5304,L015,W043
Clavet_2024,1,3228,L016,W054
Clavet_2024,1,3576,L016,W056
Clavet_2024,1,3639,L016,W057
Clavet_2024,1,3650,L016,W059
Clavet_2024,1,3793,L016,W052
Clavet_2024,1,3912,L016,W060
Clavet_2024,1,3922,L016,W055
Clavet_2024,1,3950,L016,W053
Clavet_2024,1,4131,L016,W051
Clavet_2024,1,4191,L016,W058
Clavet_2024,2,4433,L016,W060
Clavet_2024,2,4494,L016,W056
Clavet_2024,2,4560,L016,W051
Clavet_2024,2,4575,L016,W054
Clavet_2024,2,4746,L016,W052
Clavet_2024,2,4768,L016,W053
Clavet_2024,2,4820,L016,W055
Clavet_2024,2,5014,L016,W058
Clavet_2024,2,5117,L016,W057
Clavet_2024,2,5314,L016,W059
Clavet_2024,1,3243,L017,W062
Clavet_2024,1,3450,L017,W065
Clavet_2024,1,3452,L017,W070
Clavet_2024,1,3547,L017,W063
Clavet_2024,1,3554,L017,W068
Clavet_2024,1,3755,L017,W069
Clavet_2024,1,3773,L017,W064
Clavet_2024,1,3841,L017,W067
Clavet_2024,1,4029,L017,W061
Clavet_2024,1,4273,L017,W066
Clavet_2024,2,4351,L017,W070
Clavet_2024,2,4434,L017,W068
Clavet_2024,2,4618,L017,W061
Clavet_2024,2,4862,L017,W065
Clavet_2024,2,4884,L017,W067
Clavet_2024,2,4928,L017,W064
Clavet_2024,2,4936,L017,W063
Clavet_2024,2,5141,L017,W069
Clavet_2024,2,5217,L017,W066
Clavet_2024,2,5260,L017,W062
Clavet_2024,1,3345,L018,W077
Clavet_2024,1,3459,L018,W080
Clavet_2024,1,3472,L018,W073
Clavet_2024,1,3540,L018,W074
Clavet_2024,1,3553,L018,W075
Clavet_2024,1,3718,L018,W071
Clavet_2024,1,3913,L018,W076
Clavet_2024,1,3918,L018,W079
Clavet_2024,1,4051,L018,W072
Clavet_2024,1,4063,L018,W078
Clavet_2024,2,4564,L018,W076
Clavet_2024,2,4573,L018,W075
Clavet_2024,2,4791,L018,W073
Clavet_2024,2,4828,L018,W072
Clavet_2024,2,4858,L018,W080
Clavet_2024,2,5029,L018,W079
Clavet_2024,2,5049,L018,W071
Clavet_2024,2,5156,L018,W074
Clavet_2024,2,5233,L018,W077
Clavet_2024,2,5279,L018,W078
Clavet_2024,1,3296,L019,W089
Clavet_2024,1,3313,L019,W090
Clavet_2024,1,3316,L019,W083
Clavet_2024,1,3391,L019,W084
Clavet_2024,1,3412,L019,W086
Clavet_2024,1,3618,L019,W082
Clavet_2024,1,3626,L019,W085
Clavet_2024,1,3736,L019,W087
Clavet_2024,1,3865,L019,W081
Clavet_2024,1,3872,L019,W088
Clavet_2024,2,4344,L019,W082
Clavet_2024,2,4406,L019,W088
Clavet_2024,2,4660,L019,W089
Clavet_2024,2,4785,L019,W083
Clavet_2024,2,4798,L019,W081
Clavet_2024,2,4874,L019,W084
Clavet_2024,2,5028,L019,W086
Clavet_2024,2,5145,L019,W085
Clavet_2024,2,5197,L019,W087
Clavet_2024,2,5376,L019,W090
Clavet_2024,1,3318,L020,W094
Clavet_2024,1,3323,L020,W100
Clavet_2024,1,3366,L020,W091
Clavet_2024,1,3794,L020,W096
Clavet_2024,1,3898,L020,W099
Clavet_2024,1,3976,L020,W095
Clavet_2024,1,4009,L020,W098
Clavet_2024,1,4056,L020,W092
Clavet_2024,1,4182,L020,W097
Clavet_2024,1,4189,L020,W093
Clavet_2024,2,4386,L020,W096
Clavet_2024,2,4423,L020,W097
Clavet_2024,2,4596,L020,W093
Clavet_2024,2,4714,L020,W100
Clavet_2024,2,4780,L020,W098
Clavet_2024,2,5053,L020,W092
Clavet_2024,2,5086,L020,W099
Clavet_2024,2,5095,L020,W091
Clavet_2024,2,5186,L020,W094
Clavet_2024,2,5272,L020,W095
Clavet_2024,1,3249,L021,W010
Clavet_2024,1,3310,L021,W006
Clavet_2024,1,3411,L021,W001
Clavet_2024,1,3549,L021,W003
Clavet_2024,1,3642,L021,W002
Clavet_2024,1,3762,L021,W005
Clavet_2024,1,3969,L021,W009
Clavet_2024,1,3999,L021,W008
Clavet_2024,1,4237,L021,W004
Clavet_2024,1,4267,L021,W007
Clavet_2024,2,4301,L021,W001
Clavet_2024,2,4327,L021,W005
Clavet_2024,2,4390,L021,W007
Clavet_2024,2,4435,L021,W010
Clavet_2024,2,4538,L021,W009
Clavet_2024,2,4704,L021,W004
Clavet_2024,2,4722,L021,W003
Clavet_2024,2,4770,L021,W002
Clavet_2024,2,5289,L021,W008
Clavet_2024,2,5300,L021,W006
Clavet_2024,1,3219,L022,W019
Clavet_2024,1,3222,L022,W011
Clavet_2024,1,3315,L022,W020
Clavet_2024,1,3358,L022,W015
Clavet_2024,1,3421,L022,W012
Clavet_2024,1,3456,L022,W017
Clavet_2024,1,3666,L022,W014
Clavet_2024,1,3893,L022,W016
Clavet_2024,1,3899,L022,W013
Clavet_2024,1,4000,L022,W018
Clavet_2024,2,4316,L022,W020
Clavet_2024,2,4384,L022,W011
Clavet_2024,2,4410,L022,W013
Clavet_2024,2,4420,L022,W012
Clavet_2024,2,4725,L022,W016
Clavet_2024,2,4806,L022,W015
Clavet_2024,2,4903,L022,W017
Clavet_2024,2,5122,L022,W019
Clavet_2024,2,5334,L022,W014
Clavet_2024,2,5362,L022,W018
Clavet_2024,1,3437,L023,W021
Clavet_2024,1,3638,L023,W025
Clavet_2024,1,3677,L023,W029
Clavet_2024,1,3748,L023,W022
Clavet_2024,1,3763,L023,W030
Clavet_2024,1,3840,L023,W023
Clavet_2024,1,3934,L023,W028
Clavet_2024,1,4025,L023,W026
Clavet_2024,1,4169,L023,W024
Clavet_2024,1,4235,L023,W027
Clavet_2024,2,4382,L023,W023
Clavet_2024,2,4477,L023,W022
Clavet_2024,2,4670,L023,W021
Clavet_2024,2,4730,L023,W027
Clavet_2024,2,4849,L023,W024
Clavet_2024,2,4907,L023,W025
Clavet_2024,2,4992,L023,W028
Clavet_2024,2,5006,L023,W030
Clavet_2024,2,5253,L023,W029
Clavet_2024,2,5308,L023,W026
Clavet_2024,1,3483,L024,W035
Clavet_2024,1,3515,L024,W032
Clavet_2024,1,3605,L024,W034
Clavet_2024,1,3776,L024,W031
Clavet_2024,1,3946,L024,W033
Clavet_2024,1,4016,L024,W036
Clavet_2024,1,4017,L024,W037
Clavet_2024,1,4047,L024,W040
Clavet_2024,1,4067,L024,W038
Clavet_2024,1,4277,L024,W039
Clavet_2024,2,4333,L024,W035
Clavet_2024,2,4429,L024,W036
Clavet_2024,2,4470,L024,W039
Clavet_2024,2,4566,L024,W034
Clavet_2024,2,4672,L024,W037
Clavet_2024,2,5104,L024,W032
Clavet_2024,2,5166,L024,W033
Clavet_2024,2,5269,L024,W031
Clavet_2024,2,5286,L024,W040
Clavet_2024,2,5319,L024,W038
Clavet_2024,1,3233,L025,W044
Clavet_2024,1,3250,L025,W050
Clavet_2024,1,3475,L025,W049
Clavet_2024,1,3758,L025,W046
Clavet_2024,1,3795,L025,W045
Clavet_2024,1,3892,L025,W047
Clavet_2024,1,4026,L025,W043
Clavet_2024,1,4120,L025,W048
Clavet_2024,1,4154,L025,W041
Clavet_2024,1,4228,L025,W042
Clavet_2024,2,4348,L025,W049
Clavet_2024,2,4380,L025,W045
Clavet_2024,2,4424,L025,W047
Clavet_2024,2,4650,L025,W043
Clavet_2024,2,4916,L025,W041
Clavet_2024,2,5040,L025,W042
Clavet_2024,2,5061,L025,W050
Clavet_2024,2,5112,L025,W044
Clavet_2024,2,5121,L025,W048
Clavet_2024,2,5129,L025,W046
Clavet_2024,1,3227,L026,W057
Clavet_2024,1,3417,L026,W053
Clavet_2024,1,3621,L026,W054
Clavet_2024,1,3634,L026,W052
Clavet_2024,1,3665,L026,W060
Clavet_2024,1,3678,L026,W059
Clavet_2024,1,4003,L026,W058
Clavet_2024,1,4072,L026,W056
Clavet_2024,1,4087,L026,W055
Clavet_2024,1,4156,L026,W051
Clavet_2024,2,4464,L026,W052
Clavet_2024,2,4696,L026,W054
Clavet_2024,2,4752,L026,W056
Clavet_2024,2,4977,L026,W059
Clavet_2024,2,5071,L026,W053
Clavet_2024,2,5115,L026,W060
Clavet_2024,2,5242,L026,W058
Clavet_2024,2,5247,L026,W057
Clavet_2024,2,5330,L026,W051
Clavet_2024,1,3235,L027,W066
Clavet_2024,1,3623,L027,W067
Clavet_2024,1,3674,L027,W061
Clavet_2024,1,3750,L027,W068
Clavet_2024,1,3849,L027,W063
Clavet_2024,1,3850,L027,W070
Clavet_2024,1,3867,L027,W064
Clavet_2024,1,3986,L027,W065
Clavet_2024,1,4206,L027,W062
Clavet_2024,1,4261,L027,W069
Clavet_2024,2,4413,L027,W068
Clavet_2024,2,4542,L027,W069
Clavet_2024,2,4692,L027,W064
Clavet_2024,2,4732,L027,W065
Clavet_2024,2,4767,L027,W061
Clavet_2024,2,4807,L027,W070
Clavet_2024,2,5070,L027,W066
Clavet_2024,2,5100,L027,W062
Clavet_2024,2,5149,L027,W067
Clavet_2024,2,5194,L027,W063
Clavet_2024,1,3283,L028,W078
Clavet_2024,1,3376,L028,W076
Clavet_2024,1,3537,L028,W075
Clavet_2024,1,3723,L028,W073
Clavet_2024,1,3761,L028,W071
Clavet_2024,1,3916,L028,W077
Clavet_2024,1,3961,L028,W072
Clavet_2024,1,4046,L028,W080
Clavet_2024,1,4105,L028,W079
Clavet_2024,1,4162,L028,W074
Clavet_2024,2,4354,L028,W073
Clavet_2024,2,4630,L028,W071
Clavet_2024,2,4677,L028,W080
Clavet_2024,2,4783,L028,W072
Clavet_2024,2,4830,L028,W074
Clavet_2024,2,4930,L028,W077
Clavet_2024,2,4934,L028,W075
Clavet_2024,2,5003,L028,W079
Clavet_2024,2,5249,L028,W078
Clavet_2024,2,5359,L028,W076
Clavet_2024,1,3261,L029,W082
Clavet_2024,1,3408,L029,W088
Clavet_2024,1,3700,L029,W087
Clavet_2024,1,3728,L029,W083
Clavet_2024,1,3842,L029,W090
Clavet_2024,1,3851,L029,W085
Clavet_2024,1,3910,L029,W086
Clavet_2024,1,4077,L029,W084
Clavet_2024,1,4125,L029,W089
Clavet_2024,1,4213,L029,W081
Clavet_2024,2,4335,L029,W082
Clavet_2024,2,4558,L029,W083
Clavet_2024,2,4584,L029,W086
Clavet_2024,2,4661,L029,W089
Clavet_2024,2,4719,L029,W087
Clavet_2024,2,4817,L029,W085
Clavet_2024,2,4872,L029,W081
Clavet_2024,2,5160,L029,W084
Clavet_2024,2,5173,L029,W090
Clavet_2024,2,5185,L029,W088
Clavet_2024,1,3281,L030,W094
Clavet_2024,1,3322,L030,W096
Clavet_2024,1,3343,L030,W098
Clavet_2024,1,3400,L030,W099
Clavet_2024,1,3503,L030,W097
Clavet_2024,1,3616,L030,W100
Clavet_2024,1,3653,L030,W091
Clavet_2024,1,3774,L030,W095
Clavet_2024,1,3948,L030,W092
Clavet_2024,1,4069,L030,W093
Clavet_2024,2,4317,L030,W097
Clavet_2024,2,4369,L030,W093
Clavet_2024,2,4422,L030,W098
Clavet_2024,2,4479,L030,W095
Clavet_2024,2,4711,L030,W092
Clavet_2024,2,4892,L030,W099
Clavet_2024,2,4985,L030,W094
Clavet_2024,2,5073,L030,W091
Clavet_2024,2,5229,L030,W096
Clavet_2024,2,5302,L030,W100
Clavet_2024,1,3446,L031,W005
Clavet_2024,1,3454,L031,W002
Clavet_2024,1,3465,L031,W008
Clavet_2024,1,3481,L031,W007
Clavet_2024,1,3507,L031,W009
Clavet_2024,1,3578,L031,W001
Clavet_2024,1,3813,L031,W010
Clavet_2024,1,4074,L031,W004
Clavet_2024,1,4103,L031,W003
Clavet_2024,1,4161,L031,W006
Clavet_2024,2,4349,L031,W008
Clavet_2024,2,4446,L031,W003
Clavet_2024,2,4466,L031,W009
Clavet_2024,2,4604,L031,W007
Clavet_2024,2,4699,L031,W001
Clavet_2024,2,4847,L031,W010
Clavet_2024,2,4898,L031,W002
Clavet_2024,2,4980,L031,W004
Clavet_2024,2,5036,L031,W006
Clavet_2024,2,5234,L031,W005
Clavet_2024,1,3299,L032,W019
Clavet_2024,1,3330,L032,W018
Clavet_2024,1,3431,L032,W016
Clavet_2024,1,3471,L032,W013
Clavet_2024,1,3590,L032,W017
Clavet_2024,1,3675,L032,W020
Clavet_2024,1,4021,L032,W014
Clavet_2024,1,4109,L032,W015
Clavet_2024,1,4140,L032,W012
Clavet_2024,1,4259,L032,W011
Clavet_2024,2,4403,L032,W012
Clavet_2024,2,4439,L032,W014
Clavet_2024,2,4555,L032,W019
Clavet_2024,2,4577,L032,W015
Clavet_2024,2,4594,L032,W016
Clavet_2024,2,4610,L032,W020
Clavet_2024,2,4702,L032,W013
Clavet_2024,2,4703,L032,W017
Clavet_2024,2,4715,L032,W018
Clavet_2024,2,5046,L032,W011
Clavet_2024,1,3374,L033,W029
Clavet_2024,1,3395,L033,W022
Clavet_2024,1,3511,L033,W028
Clavet_2024,1,3819,L033,W021
Clavet_2024,1,3967,L033,W030
Clavet_2024,1,4075,L033,W024
Clavet_2024,1,4126,L033,W027
Clavet_2024,1,4138,L033,W023
Clavet_2024,1,4153,L033,W025
Clavet_2024,1,4210,L033,W026
Clavet_2024,2,4323,L033,W026
Clavet_2024,2,4432,L033,W024
Clavet_2024,2,4450,L033,W023
Clavet_2024,2,4482,L033,W021
Clavet_2024,2,4645,L033,W029
Clavet_2024,2,5008,L033,W030
Clavet_2024,2,5119,L033,W027
Clavet_2024,2,5138,L033,W025
Clavet_2024,2,5184,L033,W022
Clavet_2024,2,5262,L033,W028
Clavet_2024,1,3297,L034,W037
Clavet_2024,1,3327,L034,W033
Clavet_2024,1,3470,L034,W031
Clavet_2024,1,3496,L034,W034
Clavet_2024,1,3581,L034,W036
Clavet_2024,1,3592,L034,W038
Clavet_2024,1,3705,L034,W040
Clavet_2024,1,3820,L034,W032
Clavet_2024,1,4127,L034,W039
Clavet_2024,1,4263,L034,W035
Clavet_2024,2,4533,L034,W032
Clavet_2024,2,4545,L034,W040
Clavet_2024,2,4669,L034,W038
Clavet_2024,2,4772,L034,W037
Clavet_2024,2,4859,L034,W034
Clavet_2024,2,5020,L034,W039
Clavet_2024,2,5106,L034,W035
Clavet_2024,2,5193,L034,W033
Clavet_2024,2,5284,L034,W036
Clavet_2024,2,5332,L034,W031
Clavet_2024,1,3239,L035,W047
Clavet_2024,1,3380,L035,W041
Clavet_2024,1,3389,L035,W048
Clavet_2024,1,3443,L035,W043
Clavet_2024,1,3529,L035,W050
Clavet_2024,1,3558,L035,W046
Clavet_2024,1,3724,L035,W042
Clavet_2024,1,3775,L035,W044
Clavet_2024,1,3931,L035,W045
Clavet_2024,1,3958,L035,W049
Clavet_2024,2,4444,L035,W046
Clavet_2024,2,4652,L035,W048
Clavet_2024,2,4675,L035,W043
Clavet_2024,2,4709,L035,W041
Clavet_2024,2,4761,L035,W049
Clavet_2024,2,4787,L035,W044
Clavet_2024,2,4867,L035,W045
Clavet_2024,2,4914,L035,W042
Clavet_2024,2,5019,L035,W050
Clavet_2024,2,5125,L035,W047
Clavet_2024,1,3466,L036,W059
Clavet_2024,1,3525,L036,W053
Clavet_2024,1,3628,L036,W052
Clavet_2024,1,3658,L036,W058
Clavet_2024,1,3672,L036,W056
Clavet_2024,1,3843,L036,W060
Clavet_2024,1,3854,L036,W051
Clavet_2024,1,3936,L036,W055
Clavet_2024,1,4107,L036,W054
Clavet_2024,1,4192,L036,W057
Clavet_2024,2,4331,L036,W053
Clavet_2024,2,4523,L036,W057
Clavet_2024,2,4673,L036,W052
Clavet_2024,2,4854,L036,W060
Clavet_2024,2,5024,L036,W058
Clavet_2024,2,5038,L036,W051
Clavet_2024,2,5137,L036,W054
Clavet_2024,2,5152,L036,W055
Clavet_2024,2,5340,L036,W059
Clavet_2024,2,5345,L036,W056
Clavet_2024,1,3268,L037,W064
Clavet_2024,1,3287,L037,W065
Clavet_2024,1,3337,L037,W066
Clavet_2024,1,3363,L037,W070
Clavet_2024,1,3397,L037,W067
Clavet_2024,1,3575,L037,W068
Clavet_2024,1,3633,L037,W063
Clavet_2024,1,3864,L037,W069
Clavet_2024,1,3984,L037,W061
Clavet_2024,1,4086,L037,W062
Clavet_2024,2,4319,L037,W061
Clavet_2024,2,4468,L037,W066
Clavet_2024,2,4489,L037,W065
Clavet_2024,2,4532,L037,W063
Clavet_2024,2,4634,L037,W062
